Batch Size: 16, Hidden Layers: [4], Activation: relu, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1692, Accuracy: 46.33%
Batch Size: 16, Hidden Layers: [16, 32], Activation: relu, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0619, Accuracy: 54.49%
Batch Size: 32, Hidden Layers: [16, 32], Activation: relu, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.1000, Accuracy: 54.69%
Batch Size: 64, Hidden Layers: [16, 32], Activation: relu, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.1593, Accuracy: 50.41%
Batch Size: 16, Hidden Layers: [16, 32], Activation: relu, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.2007, Accuracy: 49.80%
Batch Size: 32, Hidden Layers: [16, 32], Activation: relu, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.1028, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32], Activation: relu, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.0453, Accuracy: 53.27%
Batch Size: 16, Hidden Layers: [16, 32], Activation: relu, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.8695, Accuracy: 56.73%
Batch Size: 32, Hidden Layers: [16, 32], Activation: relu, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.4651, Accuracy: 53.67%
Batch Size: 64, Hidden Layers: [16, 32], Activation: relu, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.4679, Accuracy: 52.65%
Batch Size: 16, Hidden Layers: [16, 32], Activation: relu, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0316, Accuracy: 56.12%
Batch Size: 32, Hidden Layers: [16, 32], Activation: relu, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0534, Accuracy: 54.08%
Batch Size: 64, Hidden Layers: [16, 32], Activation: relu, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0345, Accuracy: 55.51%
Batch Size: 16, Hidden Layers: [16, 32], Activation: relu, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0198, Accuracy: 55.51%
Batch Size: 32, Hidden Layers: [16, 32], Activation: relu, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0508, Accuracy: 54.29%
Batch Size: 64, Hidden Layers: [16, 32], Activation: relu, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0809, Accuracy: 53.88%
Batch Size: 16, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.0820, Accuracy: 52.65%
Batch Size: 32, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.0633, Accuracy: 51.22%
Batch Size: 64, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.0528, Accuracy: 54.90%
Batch Size: 16, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0144, Accuracy: 55.31%
Batch Size: 32, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0599, Accuracy: 53.88%
Batch Size: 64, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0862, Accuracy: 51.84%
Batch Size: 16, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.1047, Accuracy: 52.45%
Batch Size: 32, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.1349, Accuracy: 52.04%
Batch Size: 64, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.1968, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.2659, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.3172, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.5682, Accuracy: 27.55%
Batch Size: 16, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.2431, Accuracy: 50.00%
Batch Size: 32, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.1771, Accuracy: 51.22%
Batch Size: 64, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.1889, Accuracy: 54.90%
Batch Size: 16, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0465, Accuracy: 55.51%
Batch Size: 32, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.01, Epochs: 50, Validation Loss (MSE): 0.9790, Accuracy: 57.55%
Batch Size: 64, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.01, Epochs: 50, Validation Loss (MSE): 0.9909, Accuracy: 55.31%
Batch Size: 16, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0645, Accuracy: 55.92%
Batch Size: 32, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0702, Accuracy: 55.31%
Batch Size: 64, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0684, Accuracy: 54.49%
Batch Size: 16, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.1533, Accuracy: 51.02%
Batch Size: 32, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.2093, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.2449, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.1663, Accuracy: 56.73%
Batch Size: 32, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.1683, Accuracy: 54.08%
Batch Size: 64, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.2487, Accuracy: 55.51%
Batch Size: 16, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.1812, Accuracy: 58.16%
Batch Size: 32, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0583, Accuracy: 54.69%
Batch Size: 64, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0502, Accuracy: 57.14%
Batch Size: 16, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0347, Accuracy: 55.71%
Batch Size: 32, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0426, Accuracy: 55.51%
Batch Size: 64, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0497, Accuracy: 55.71%
Batch Size: 16, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0899, Accuracy: 53.67%
Batch Size: 32, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.1339, Accuracy: 51.43%
Batch Size: 64, Hidden Layers: [16, 32], Activation: sigmoid, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.1833, Accuracy: 51.84%
Batch Size: 16, Hidden Layers: [16, 32], Activation: tanh, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.3487, Accuracy: 54.90%
Batch Size: 32, Hidden Layers: [16, 32], Activation: tanh, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.2280, Accuracy: 47.76%
Batch Size: 64, Hidden Layers: [16, 32], Activation: tanh, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.2201, Accuracy: 49.39%
Batch Size: 16, Hidden Layers: [16, 32], Activation: tanh, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0178, Accuracy: 55.92%
Batch Size: 32, Hidden Layers: [16, 32], Activation: tanh, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0160, Accuracy: 55.51%
Batch Size: 64, Hidden Layers: [16, 32], Activation: tanh, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0281, Accuracy: 54.69%
Batch Size: 16, Hidden Layers: [16, 32], Activation: tanh, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0494, Accuracy: 54.90%
Batch Size: 32, Hidden Layers: [16, 32], Activation: tanh, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0629, Accuracy: 54.69%
Batch Size: 64, Hidden Layers: [16, 32], Activation: tanh, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0663, Accuracy: 54.49%
Batch Size: 16, Hidden Layers: [16, 32], Activation: tanh, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.2011, Accuracy: 52.86%
Batch Size: 32, Hidden Layers: [16, 32], Activation: tanh, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.3535, Accuracy: 48.57%
Batch Size: 64, Hidden Layers: [16, 32], Activation: tanh, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.5849, Accuracy: 43.06%
Batch Size: 16, Hidden Layers: [16, 32], Activation: tanh, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.3680, Accuracy: 40.20%
Batch Size: 32, Hidden Layers: [16, 32], Activation: tanh, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.3665, Accuracy: 46.12%
Batch Size: 64, Hidden Layers: [16, 32], Activation: tanh, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.3791, Accuracy: 44.90%
Batch Size: 16, Hidden Layers: [16, 32], Activation: tanh, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.2638, Accuracy: 51.02%
Batch Size: 32, Hidden Layers: [16, 32], Activation: tanh, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.1871, Accuracy: 53.47%
Batch Size: 64, Hidden Layers: [16, 32], Activation: tanh, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.1341, Accuracy: 54.49%
Batch Size: 16, Hidden Layers: [16, 32], Activation: tanh, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0026, Accuracy: 56.12%
Batch Size: 32, Hidden Layers: [16, 32], Activation: tanh, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0176, Accuracy: 56.53%
Batch Size: 64, Hidden Layers: [16, 32], Activation: tanh, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0271, Accuracy: 55.92%
Batch Size: 16, Hidden Layers: [16, 32], Activation: tanh, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0716, Accuracy: 52.04%
Batch Size: 32, Hidden Layers: [16, 32], Activation: tanh, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0705, Accuracy: 53.47%
Batch Size: 64, Hidden Layers: [16, 32], Activation: tanh, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.1076, Accuracy: 53.47%
Batch Size: 16, Hidden Layers: [16, 32], Activation: tanh, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.4105, Accuracy: 46.94%
Batch Size: 32, Hidden Layers: [16, 32], Activation: tanh, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.3093, Accuracy: 40.41%
Batch Size: 64, Hidden Layers: [16, 32], Activation: tanh, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.3819, Accuracy: 48.78%
Batch Size: 16, Hidden Layers: [16, 32], Activation: tanh, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.5222, Accuracy: 52.24%
Batch Size: 32, Hidden Layers: [16, 32], Activation: tanh, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.4628, Accuracy: 54.69%
Batch Size: 64, Hidden Layers: [16, 32], Activation: tanh, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.2816, Accuracy: 56.12%
Batch Size: 16, Hidden Layers: [16, 32], Activation: tanh, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0108, Accuracy: 57.55%
Batch Size: 32, Hidden Layers: [16, 32], Activation: tanh, LR: 0.001, Epochs: 100, Validation Loss (MSE): 0.9887, Accuracy: 58.37%
Batch Size: 64, Hidden Layers: [16, 32], Activation: tanh, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0020, Accuracy: 56.33%
Batch Size: 16, Hidden Layers: [16, 32], Activation: tanh, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0543, Accuracy: 54.29%
Batch Size: 32, Hidden Layers: [16, 32], Activation: tanh, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0675, Accuracy: 53.47%
Batch Size: 64, Hidden Layers: [16, 32], Activation: tanh, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0683, Accuracy: 52.86%
Batch Size: 16, Hidden Layers: [16, 32], Activation: linear, LR: 0.1, Epochs: 10, Validation Loss (MSE): 24.5918, Accuracy: 32.24%
Batch Size: 32, Hidden Layers: [16, 32], Activation: linear, LR: 0.1, Epochs: 10, Validation Loss (MSE): 3.0773, Accuracy: 24.69%
Batch Size: 64, Hidden Layers: [16, 32], Activation: linear, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1492, Accuracy: 49.39%
Batch Size: 16, Hidden Layers: [16, 32], Activation: linear, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0660, Accuracy: 55.51%
Batch Size: 32, Hidden Layers: [16, 32], Activation: linear, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.1175, Accuracy: 49.59%
Batch Size: 64, Hidden Layers: [16, 32], Activation: linear, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0873, Accuracy: 51.84%
Batch Size: 16, Hidden Layers: [16, 32], Activation: linear, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0750, Accuracy: 53.27%
Batch Size: 32, Hidden Layers: [16, 32], Activation: linear, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0818, Accuracy: 54.29%
Batch Size: 64, Hidden Layers: [16, 32], Activation: linear, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0793, Accuracy: 53.47%
Batch Size: 16, Hidden Layers: [16, 32], Activation: linear, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.1739, Accuracy: 52.04%
Batch Size: 32, Hidden Layers: [16, 32], Activation: linear, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.3638, Accuracy: 49.80%
Batch Size: 64, Hidden Layers: [16, 32], Activation: linear, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.5168, Accuracy: 47.35%
Batch Size: 16, Hidden Layers: [16, 32], Activation: linear, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.2468, Accuracy: 43.27%
Batch Size: 32, Hidden Layers: [16, 32], Activation: linear, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.2095, Accuracy: 49.80%
Batch Size: 64, Hidden Layers: [16, 32], Activation: linear, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.2680, Accuracy: 49.59%
Batch Size: 16, Hidden Layers: [16, 32], Activation: linear, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0845, Accuracy: 53.06%
Batch Size: 32, Hidden Layers: [16, 32], Activation: linear, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0867, Accuracy: 54.49%
Batch Size: 64, Hidden Layers: [16, 32], Activation: linear, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0886, Accuracy: 51.43%
Batch Size: 16, Hidden Layers: [16, 32], Activation: linear, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0807, Accuracy: 52.04%
Batch Size: 32, Hidden Layers: [16, 32], Activation: linear, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0787, Accuracy: 53.06%
Batch Size: 64, Hidden Layers: [16, 32], Activation: linear, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0697, Accuracy: 53.06%
Batch Size: 16, Hidden Layers: [16, 32], Activation: linear, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0765, Accuracy: 53.67%
Batch Size: 32, Hidden Layers: [16, 32], Activation: linear, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0848, Accuracy: 53.47%
Batch Size: 64, Hidden Layers: [16, 32], Activation: linear, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.0971, Accuracy: 54.29%
Batch Size: 16, Hidden Layers: [16, 32], Activation: linear, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.2203, Accuracy: 52.45%
Batch Size: 32, Hidden Layers: [16, 32], Activation: linear, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.1507, Accuracy: 48.98%
Batch Size: 64, Hidden Layers: [16, 32], Activation: linear, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.0607, Accuracy: 52.45%
Batch Size: 16, Hidden Layers: [16, 32], Activation: linear, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0859, Accuracy: 51.22%
Batch Size: 32, Hidden Layers: [16, 32], Activation: linear, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0785, Accuracy: 52.86%
Batch Size: 64, Hidden Layers: [16, 32], Activation: linear, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.0717, Accuracy: 51.84%
Batch Size: 16, Hidden Layers: [16, 32], Activation: linear, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0759, Accuracy: 53.06%
Batch Size: 32, Hidden Layers: [16, 32], Activation: linear, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0732, Accuracy: 53.88%
Batch Size: 64, Hidden Layers: [16, 32], Activation: linear, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0713, Accuracy: 53.67%
Batch Size: 16, Hidden Layers: [16, 32], Activation: linear, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0743, Accuracy: 54.29%
Batch Size: 32, Hidden Layers: [16, 32], Activation: linear, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0820, Accuracy: 53.67%
Batch Size: 64, Hidden Layers: [16, 32], Activation: linear, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.0776, Accuracy: 55.31%
Batch Size: 16, Hidden Layers: [16, 32], Activation: softmax, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.0829, Accuracy: 52.45%
Batch Size: 32, Hidden Layers: [16, 32], Activation: softmax, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.0898, Accuracy: 51.43%
Batch Size: 64, Hidden Layers: [16, 32], Activation: softmax, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.0274, Accuracy: 52.24%
Batch Size: 16, Hidden Layers: [16, 32], Activation: softmax, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0222, Accuracy: 54.69%
Batch Size: 32, Hidden Layers: [16, 32], Activation: softmax, LR: 0.01, Epochs: 10, Validation Loss (MSE): 0.9907, Accuracy: 56.94%
Batch Size: 64, Hidden Layers: [16, 32], Activation: softmax, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0269, Accuracy: 54.49%
Batch Size: 16, Hidden Layers: [16, 32], Activation: softmax, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.1669, Accuracy: 52.04%
Batch Size: 32, Hidden Layers: [16, 32], Activation: softmax, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.3206, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32], Activation: softmax, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.4754, Accuracy: 27.55%
Batch Size: 16, Hidden Layers: [16, 32], Activation: softmax, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.6549, Accuracy: 27.55%
Batch Size: 32, Hidden Layers: [16, 32], Activation: softmax, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.6556, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32], Activation: softmax, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.7004, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [16, 32], Activation: softmax, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.0997, Accuracy: 51.43%
Batch Size: 32, Hidden Layers: [16, 32], Activation: softmax, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.0781, Accuracy: 52.86%
Batch Size: 64, Hidden Layers: [16, 32], Activation: softmax, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.0971, Accuracy: 56.12%
Batch Size: 16, Hidden Layers: [16, 32], Activation: softmax, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0552, Accuracy: 54.90%
Batch Size: 32, Hidden Layers: [16, 32], Activation: softmax, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0446, Accuracy: 54.90%
Batch Size: 64, Hidden Layers: [16, 32], Activation: softmax, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0147, Accuracy: 55.92%
Batch Size: 16, Hidden Layers: [16, 32], Activation: softmax, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0379, Accuracy: 54.69%
Batch Size: 32, Hidden Layers: [16, 32], Activation: softmax, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0408, Accuracy: 55.71%
Batch Size: 64, Hidden Layers: [16, 32], Activation: softmax, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0543, Accuracy: 54.08%
Batch Size: 16, Hidden Layers: [16, 32], Activation: softmax, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.3268, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [16, 32], Activation: softmax, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.4397, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32], Activation: softmax, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.5169, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [16, 32], Activation: softmax, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.0505, Accuracy: 53.06%
Batch Size: 32, Hidden Layers: [16, 32], Activation: softmax, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.0787, Accuracy: 52.45%
Batch Size: 64, Hidden Layers: [16, 32], Activation: softmax, LR: 0.1, Epochs: 100, Validation Loss (MSE): 1.0885, Accuracy: 53.67%
Batch Size: 16, Hidden Layers: [16, 32], Activation: softmax, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.1010, Accuracy: 53.67%
Batch Size: 32, Hidden Layers: [16, 32], Activation: softmax, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.1247, Accuracy: 51.43%
Batch Size: 64, Hidden Layers: [16, 32], Activation: softmax, LR: 0.01, Epochs: 100, Validation Loss (MSE): 1.1025, Accuracy: 54.69%
Batch Size: 16, Hidden Layers: [16, 32], Activation: softmax, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0155, Accuracy: 55.51%
Batch Size: 32, Hidden Layers: [16, 32], Activation: softmax, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0339, Accuracy: 55.31%
Batch Size: 64, Hidden Layers: [16, 32], Activation: softmax, LR: 0.001, Epochs: 100, Validation Loss (MSE): 1.0361, Accuracy: 54.69%
Batch Size: 16, Hidden Layers: [16, 32], Activation: softmax, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.2061, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [16, 32], Activation: softmax, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.3103, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [16, 32], Activation: softmax, LR: 0.0001, Epochs: 100, Validation Loss (MSE): 1.4631, Accuracy: 49.18%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1360, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.1371, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.1, Epochs: 10, Validation Loss (MSE): 1.0782, Accuracy: 53.67%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0563, Accuracy: 54.49%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0184, Accuracy: 58.16%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.01, Epochs: 10, Validation Loss (MSE): 1.0209, Accuracy: 55.51%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0907, Accuracy: 53.27%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.0727, Accuracy: 54.29%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.001, Epochs: 10, Validation Loss (MSE): 1.1971, Accuracy: 48.16%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.2855, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.6291, Accuracy: 37.96%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.0001, Epochs: 10, Validation Loss (MSE): 1.5954, Accuracy: 27.55%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.2832, Accuracy: 49.18%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.1707, Accuracy: 49.18%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.1, Epochs: 50, Validation Loss (MSE): 1.0819, Accuracy: 54.69%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0255, Accuracy: 57.14%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0248, Accuracy: 58.57%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.01, Epochs: 50, Validation Loss (MSE): 1.0197, Accuracy: 57.35%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0324, Accuracy: 56.33%
Batch Size: 32, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0415, Accuracy: 56.33%
Batch Size: 64, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.001, Epochs: 50, Validation Loss (MSE): 1.0513, Accuracy: 56.12%
Batch Size: 16, Hidden Layers: [4, 8, 16], Activation: relu, LR: 0.0001, Epochs: 50, Validation Loss (MSE): 1.1885, Accuracy: 52.04%
